"No.","Time","Source","Destination","Protocol","Length","Info"
"7828","135.810602","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=144852 Win=395008 Len=0"
"7829","135.810666","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"7830","135.810796","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7831","135.811052","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=146312 Win=398080 Len=0"
"7832","135.811111","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7833","135.811259","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=147772 Win=400896 Len=0"
"7834","135.811309","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7835","135.811437","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=306892 Win=550656 Len=0"
"7836","135.811459","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=149232 Win=403712 Len=0"
"7837","135.811506","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7838","135.811885","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=150692 Win=406784 Len=0"
"7839","135.811946","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7840","135.812088","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=152152 Win=409600 Len=0"
"7841","135.812139","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7842","135.812263","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=153612 Win=412672 Len=0"
"7843","135.812314","172.217.16.129","10.215.173.1","TLSv1.2","972","Application Data"
"7844","135.812816","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=154496 Win=415488 Len=0"
"7845","135.813523","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7846","135.813749","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=155884 Win=418560 Len=0"
"7847","135.829154","172.217.16.129","10.215.173.1","TCP","1476","443  >  44236 [PSH, ACK] Seq=306892 Ack=748 Win=192000 Len=1388 [TCP segment of a reassembled PDU]"
"7848","135.831686","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7849","135.832044","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=309668 Win=552704 Len=0"
"7850","135.832151","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7851","135.832445","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=157344 Win=421376 Len=0"
"7852","135.832550","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"7853","135.832737","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=158660 Win=424192 Len=0"
"7854","135.837484","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7855","135.837645","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=160048 Win=427264 Len=0"
"7856","135.839299","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7857","135.839445","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=161508 Win=430080 Len=0"
"7858","135.839480","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"7859","135.839548","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=162824 Win=433152 Len=0"
"7860","135.841393","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7861","135.841490","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7862","135.841581","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=164212 Win=435968 Len=0"
"7863","135.847816","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7864","135.847985","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7865","135.848145","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=312444 Win=552704 Len=0"
"7866","135.848172","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=165672 Win=438784 Len=0"
"7867","135.848223","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7868","135.848354","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=167132 Win=441856 Len=0"
"7869","135.848407","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7870","135.848534","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=168592 Win=444672 Len=0"
"7871","135.848585","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data, Application Data"
"7872","135.848706","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=170052 Win=447744 Len=0"
"7873","135.848754","172.217.16.129","10.215.173.1","TLSv1.2","1188","Application Data"
"7874","135.848926","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=171152 Win=450560 Len=0"
"7875","135.851423","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7876","135.851554","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7877","135.851723","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=172540 Win=453376 Len=0"
"7878","135.853462","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7879","135.853750","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=315220 Win=552704 Len=0"
"7880","135.855506","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7881","135.855762","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=173928 Win=456448 Len=0"
"7882","135.857245","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7883","135.857461","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=175316 Win=459264 Len=0"
"7884","135.859333","172.217.16.129","10.215.173.1","TCP","1548","443  >  44248 [ACK] Seq=62978 Ack=1334 Win=192000 Len=1460 [TCP segment of a reassembled PDU]"
"7885","135.859486","172.217.16.129","10.215.173.1","TLSv1.2","280","Application Data"
"7886","135.859575","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=64630 Win=234496 Len=0"
"7887","135.861306","172.217.16.129","10.215.173.1","TCP","1476","443  >  44248 [PSH, ACK] Seq=64630 Ack=1334 Win=192000 Len=1388 [TCP segment of a reassembled PDU]"
"7888","135.863156","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7889","135.863373","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=67406 Win=240384 Len=0"
"7890","135.879410","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7891","135.879814","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=176704 Win=462336 Len=0"
"7892","135.881279","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7893","135.881401","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=178092 Win=465152 Len=0"
"7894","135.883413","172.217.16.129","10.215.173.1","TCP","1476","443  >  44236 [PSH, ACK] Seq=315220 Ack=748 Win=192000 Len=1388 [TCP segment of a reassembled PDU]"
"7895","135.885497","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7896","135.885760","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=317996 Win=552704 Len=0"
"7897","135.887390","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7898","135.887638","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"7899","135.887794","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=70182 Win=246272 Len=0"
"7900","135.889565","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7901","135.889697","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7902","135.889824","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"7903","135.889893","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7904","135.890064","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=73102 Win=251904 Len=0"
"7905","135.890115","172.217.16.129","10.215.173.1","TCP","1332","443  >  44248 [PSH, ACK] Seq=73102 Ack=1334 Win=192000 Len=1244 [TCP segment of a reassembled PDU]"
"7906","135.891192","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=320772 Win=551680 Len=0"
"7907","135.891276","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7908","135.891466","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=75734 Win=257792 Len=0"
"7909","135.907548","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7910","135.907776","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=179552 Win=467968 Len=0"
"7911","135.907833","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7912","135.907966","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7913","135.908099","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=181012 Win=471040 Len=0"
"7914","135.908149","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7915","135.908274","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=182472 Win=473856 Len=0"
"7916","135.908327","172.217.16.129","10.215.173.1","TLSv1.2","1260","Application Data"
"7917","135.908454","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=183644 Win=476928 Len=0"
"7918","135.917376","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7919","135.917501","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7920","135.917580","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=185032 Win=479744 Len=0"
"7921","135.917592","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=78510 Win=263680 Len=0"
"7922","135.917622","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7923","135.917679","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=186420 Win=482560 Len=0"
"7924","135.923292","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7925","135.925406","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7926","135.925621","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=323548 Win=552704 Len=0"
"7927","135.927395","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7928","135.928338","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=187880 Win=485632 Len=0"
"7929","135.928374","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"7930","135.928457","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=189196 Win=488448 Len=0"
"7931","135.929326","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7932","135.929556","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"7933","135.929734","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=81286 Win=269568 Len=0"
"7934","135.935912","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7935","135.936167","172.217.16.129","10.215.173.1","TCP","1476","443  >  44248 [PSH, ACK] Seq=81286 Ack=1334 Win=192000 Len=1388 [TCP segment of a reassembled PDU]"
"7936","135.936372","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=190656 Win=491520 Len=0"
"7937","135.936454","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"7938","135.936646","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=191972 Win=494336 Len=0"
"7939","135.945870","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7940","135.946106","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=84134 Win=275456 Len=0"
"7941","135.946214","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7942","135.946333","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7943","135.946453","172.217.16.129","10.215.173.1","TCP","1548","443  >  44236 [ACK] Seq=325008 Ack=748 Win=192000 Len=1460 [TCP segment of a reassembled PDU]"
"7944","135.946535","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7945","135.946727","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=87054 Win=281088 Len=0"
"7946","135.946789","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7947","135.946882","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7948","135.947074","172.217.16.129","10.215.173.1","TLSv1.2","1260","Application Data"
"7949","135.947156","172.217.16.129","10.215.173.1","TLSv1.2","1188","Application Data"
"7950","135.947279","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=89614 Win=286976 Len=0"
"7951","135.947402","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=329100 Win=549376 Len=0"
"7952","135.949218","172.217.16.129","10.215.173.1","TCP","1476","443  >  44248 [PSH, ACK] Seq=89614 Ack=1334 Win=192000 Len=1388 [TCP segment of a reassembled PDU]"
"7953","135.965811","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7954","135.966169","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7955","135.966478","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=193432 Win=497152 Len=0"
"7956","135.966531","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=92390 Win=292864 Len=0"
"7957","135.966631","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7958","135.966845","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"7959","135.967285","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=194748 Win=500224 Len=0"
"7960","135.971327","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7961","135.971507","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=331876 Win=552704 Len=0"
"7962","135.973291","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7963","135.973453","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"7964","135.973562","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=95166 Win=298752 Len=0"
"7965","135.977639","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7966","135.977827","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=196208 Win=503040 Len=0"
"7967","135.977876","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7968","135.977980","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7969","135.978089","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=197668 Win=506112 Len=0"
"7970","135.978133","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7971","135.978236","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"7972","135.978342","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=199128 Win=508928 Len=0"
"7973","135.978363","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=97942 Win=304640 Len=0"
"7974","135.978404","172.217.16.129","10.215.173.1","TLSv1.2","1260","Application Data"
"7975","135.978511","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=200300 Win=512000 Len=0"
"7976","135.994001","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data, Application Data"
"7977","135.995273","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7978","135.995552","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7979","135.995733","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=201760 Win=514816 Len=0"
"7980","135.995795","172.217.16.129","10.215.173.1","TCP","1404","443  >  44236 [PSH, ACK] Seq=333336 Ack=748 Win=192000 Len=1316 [TCP segment of a reassembled PDU]"
"7981","135.995876","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data, Application Data"
"7982","135.995994","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=334652 Win=551680 Len=0"
"7983","135.996014","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=203076 Win=517632 Len=0"
"7984","136.001538","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7985","136.001687","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7986","136.001879","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=204464 Win=520704 Len=0"
"7987","136.001909","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=100718 Win=310272 Len=0"
"7988","136.005409","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7989","136.005568","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data, Application Data"
"7990","136.005708","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=205852 Win=523520 Len=0"
"7991","136.005768","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7992","136.005883","172.217.16.129","10.215.173.1","TCP","1404","443  >  44248 [PSH, ACK] Seq=102178 Ack=1334 Win=192000 Len=1316 [TCP segment of a reassembled PDU]"
"7993","136.006027","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=103494 Win=316160 Len=0"
"7994","136.013565","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"7995","136.013744","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7996","136.013893","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=337428 Win=552704 Len=0"
"7997","136.013912","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=207312 Win=526592 Len=0"
"7998","136.013952","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"7999","136.014041","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data, Application Data"
"8000","136.014128","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=208772 Win=529408 Len=0"
"8001","136.014166","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"8002","136.014249","172.217.16.129","10.215.173.1","TCP","1404","443  >  44248 [PSH, ACK] Seq=104954 Ack=1334 Win=192000 Len=1316 [TCP segment of a reassembled PDU]"
"8003","136.014334","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=210232 Win=532224 Len=0"
"8004","136.014351","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=106270 Win=322048 Len=0"
"8005","136.014393","172.217.16.129","10.215.173.1","TLSv1.2","1260","Application Data"
"8006","136.014482","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=211404 Win=535296 Len=0"
"8007","136.029307","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8008","136.029477","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=212792 Win=538112 Len=0"
"8009","136.029524","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8010","136.029618","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=214180 Win=541184 Len=0"
"8011","136.033246","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8012","136.035921","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data, Application Data"
"8013","136.036055","172.217.16.129","10.215.173.1","TCP","1548","443  >  44228 [ACK] Seq=375352 Ack=1264 Win=192000 Len=1460 [TCP segment of a reassembled PDU]"
"8014","136.036116","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"8015","136.036171","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"8016","136.036209","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"8017","136.036247","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=340348 Win=551680 Len=0"
"8018","136.036260","10.215.173.1","172.217.16.129","TCP","88","44228  >  443 [ACK] Seq=1264 Ack=378272 Win=609280 Len=0"
"8019","136.036283","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"8020","136.036321","172.217.16.129","10.215.173.1","TCP","1260","443  >  44236 [PSH, ACK] Seq=341808 Ack=748 Win=192000 Len=1172 [TCP segment of a reassembled PDU]"
"8021","136.036367","172.217.16.129","10.215.173.1","TCP","136","443  >  44228 [PSH, ACK] Seq=379732 Ack=1264 Win=192000 Len=48 [TCP segment of a reassembled PDU]"
"8022","136.037700","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=342980 Win=549376 Len=0"
"8023","136.040859","10.215.173.1","172.217.16.129","TCP","88","44228  >  443 [ACK] Seq=1264 Ack=379780 Win=608000 Len=0"
"8024","136.051869","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"8025","136.051965","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=215640 Win=544000 Len=0"
"8026","136.051984","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"8027","136.052024","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8028","136.052053","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"8029","136.052091","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=216956 Win=546816 Len=0"
"8030","136.052107","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"8031","136.052145","10.215.173.1","172.217.16.129","TCP","88","44228  >  443 [ACK] Seq=1264 Ack=382556 Win=608000 Len=0"
"8032","136.061349","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8033","136.061458","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=345756 Win=552704 Len=0"
"8034","136.063747","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8035","136.063885","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8036","136.064077","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=218344 Win=549888 Len=0"
"8037","136.067746","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8038","136.067939","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8039","136.068097","10.215.173.1","172.217.16.129","TCP","88","44228  >  443 [ACK] Seq=1264 Ack=385332 Win=609280 Len=0"
"8040","136.068119","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=219732 Win=552704 Len=0"
"8041","136.069658","172.217.16.129","10.215.173.1","TCP","1476","443  >  44228 [PSH, ACK] Seq=385332 Ack=1264 Win=192000 Len=1388 [TCP segment of a reassembled PDU]"
"8042","136.071699","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"8043","136.071828","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"8044","136.071978","10.215.173.1","172.217.16.129","TCP","88","44228  >  443 [ACK] Seq=1264 Ack=388180 Win=609280 Len=0"
"8045","136.071997","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=221192 Win=552704 Len=0"
"8046","136.072033","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"8047","136.072105","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"8048","136.072204","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=222508 Win=551680 Len=0"
"8049","136.073886","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8050","136.074154","10.215.173.1","172.217.16.129","TCP","88","44228  >  443 [ACK] Seq=1264 Ack=390884 Win=609280 Len=0"
"8051","136.075466","10.215.173.1","172.217.16.129","TCP","88","44248  >  443 [ACK] Seq=1334 Ack=107658 Win=325120 Len=0"
"8052","136.089364","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8053","136.089566","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=223896 Win=552704 Len=0"
"8054","136.091400","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"8055","136.091547","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8056","136.091701","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"8057","136.092733","10.215.173.1","172.217.16.129","TCP","88","44228  >  443 [ACK] Seq=1264 Ack=393660 Win=608000 Len=0"
"8058","136.095323","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8059","136.095487","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8060","136.095629","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=348532 Win=552704 Len=0"
"8061","136.095645","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=225284 Win=552704 Len=0"
"8062","136.099561","172.217.16.129","10.215.173.1","TCP","1548","443  >  44228 [ACK] Seq=393660 Ack=1264 Win=192000 Len=1460 [TCP segment of a reassembled PDU]"
"8063","136.099687","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8064","136.099852","10.215.173.1","172.217.16.129","TCP","88","44244  >  443 [ACK] Seq=804 Ack=226672 Win=552704 Len=0"
"8065","136.099890","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"8066","136.099999","10.215.173.1","172.217.16.129","TCP","88","44228  >  443 [ACK] Seq=1264 Ack=396580 Win=609280 Len=0"
"8067","136.100031","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"8068","136.100114","172.217.16.129","10.215.173.1","TLSv1.2","1260","Application Data"
"8069","136.101228","10.215.173.1","172.217.16.129","TCP","88","44228  >  443 [ACK] Seq=1264 Ack=399212 Win=606976 Len=0"
"8070","136.111310","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8071","136.111830","172.217.16.129","10.215.173.1","TLSv1.2","1548","Application Data"
"8072","136.111953","172.217.16.129","10.215.173.1","TLSv1.2","1404","Application Data"
"8073","136.112055","10.215.173.1","172.217.16.129","TCP","88","44228  >  443 [ACK] Seq=1264 Ack=401988 Win=608000 Len=0"
"8074","136.117546","172.217.16.129","10.215.173.1","TLSv1.2","1476","Application Data"
"8075","136.117914","10.215.173.1","172.217.16.129","TCP","88","44236  >  443 [ACK] Seq=748 Ack=351308 Win=552704 Len=0"
